"sc-s1isp7-5 src","sc-s1isp7-5 src 2","sc-s1isp7-5 src 3","sc-s1isp7-5 src 4","sc-s1isp7-5 src 5","sc-s1isp7-5 src 6","sc-s1isp7-5 src 7","sc-s1isp7-5 src 8","sc-s1isp7-5 src 9","sc-s1isp7-5 src 10","sc-1hez2tp-0","sc-1hez2tp-0 2","sc-1hp8d8a-0","sc-1q7bklc-1","sc-rbbb40-0","sc-1hez2tp-0 3","sc-1hez2tp-0 4","sc-1hez2tp-0 5","sc-1hez2tp-0 6","sc-1hez2tp-0 7","sc-1hez2tp-0 8","sc-1hez2tp-0 9","sc-1hez2tp-0 10","sc-1hp8d8a-0 2","sc-1q7bklc-1 2","sc-rbbb40-0 2","sc-1hez2tp-0 11","sc-1hez2tp-0 12","sc-1hez2tp-0 13","sc-1hez2tp-0 14","sc-s1isp7-5 src 11","sc-1hez2tp-0 15","sc-s1isp7-5 src 12","sc-s1isp7-5 src 13","sc-s1isp7-5 src 14","sc-s1isp7-5 src 15","sc-1hez2tp-0 16","sc-1hez2tp-0 17","sc-1hez2tp-0 18","sc-1hp8d8a-0 3","sc-1q7bklc-1 3","sc-rbbb40-0 3","sc-1hez2tp-0 19","sc-1hez2tp-0 20","sc-s1isp7-5 src 16","sc-1hez2tp-0 21","sc-s1isp7-5 src 17","sc-s1isp7-5 src 19","sc-s1isp7-5 src 20","sc-s1isp7-5 src 21","sc-jGFFOr href","sc-jGFFOr href 2","sc-jGFFOr href 3","sc-1q7bklc-1 4","sc-rbbb40-0 4"
"https://b.zmtcdn.com/data/pictures/8/19728248/e8172282b173fb9f2670b20b6334187a_o2_featured_v2.jpg","https://www.zomato.com/mumbai/mahakali-restaurants","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","https://b.zmtcdn.com/data/o2_assets/695598f38d29d0e5d3f8ffe57cfdb94c1613145422.png","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","50% OFF up to 100","40 min","Pritam Veg Treat","4.0","star-fill","Pizza, Chinese, Fast Food, Continental, Desserts, Beverages, Shake, Sichuan","₹500 for one","825+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","825+ orders placed from here recently","50% OFF up to 100","50 min","Asian, Chinese, Thai, Beverages","Hungry Buddha - Asian Cuisine","4.0","star-fill","₹500 for one","1050+ orders placed from here recently","Restaurant partner follows WHO protocol","1050+ orders placed from here recently","https://b.zmtcdn.com/data/o2_assets/695598f38d29d0e5d3f8ffe57cfdb94c1613145422.png","50% OFF up to 100","https://www.zomato.com/mumbai/mahakali-restaurants","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","https://b.zmtcdn.com/data/pictures/7/19357907/53155837298ba39e6ac417d4f6684ebc_o2_featured_v2.jpg","31 min","North Indian, Chinese, Mughlai, Sandwich, Fast Food, Beverages, Sichuan","₹500 for one","New Cafe Sahar","3.7","star-fill","425+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/mahakali-restaurants","425+ orders placed from here recently","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","https://www.zomato.com/mumbai/mahakali-restaurants","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","","https://www.zomato.com/mumbai/pritam-veg-treat-malad-east/order","https://www.zomato.com/mumbai/hungry-buddha-asian-cuisine-santacruz-west/order","https://www.zomato.com/mumbai/new-cafe-sahar-chakala/order","",""
"https://b.zmtcdn.com/data/pictures/4/19857084/92d6ed37a0b912a84645a407e25bcc50_o2_featured_v2.jpg","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","","","","","","","50% OFF up to 100","53 min","China Town","4.0","star-fill","Chinese, Sichuan","₹500 for one","550+ orders placed from here recently","","","50% OFF up to 100","59 min","North Indian, Biryani","Amritsari By Kalra's","","","₹500 for one","525+ orders placed from here recently","","","","50% OFF up to 100","","","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","https://b.zmtcdn.com/data/pictures/2/20456472/bcf9680c6e8dd3af7fb1fb049b696351_o2_featured_v2.jpg","50 min","American, Hot dogs, Beverages, Burger, Fast Food, Sandwich","₹500 for one","Hoddogs","3.9","star-fill","150+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/mahakali-restaurants","150+ orders placed from here recently","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","https://www.zomato.com/mumbai/mahakali-restaurants","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","","https://www.zomato.com/mumbai/china-town-1-vikhroli/order","https://www.zomato.com/mumbai/amritsari-by-kalras-bandra-kurla-complex/order","https://www.zomato.com/mumbai/hoddogs-chandivali/order","",""
"https://b.zmtcdn.com/data/pictures/3/37373/e069deec021c7ae07d3857ff4685111d_o2_featured_v2.jpg","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","50% OFF up to 100","43 min","Mantra Dining Bar","3.7","star-fill","Chinese, North Indian, Mughlai, Shake, Beverages","₹500 for one","2325+ orders placed from here recently","Restaurant partner follows WHO protocol","2325+ orders placed from here recently","50% OFF up to 100","46 min","Chinese, Asian, Momos, Sushi, Thai, Tibetan, Sichuan","Bao & Co","","","₹500 for one","675+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","675+ orders placed from here recently","https://www.zomato.com/mumbai/mahakali-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://b.zmtcdn.com/data/pictures/3/19243343/8c28df44a3490c5ff9b6c59116a06ac1_o2_featured_v2.jpg","35 min","North Indian, Chinese, Fast Food, Seafood, Mughlai, Sichuan","₹500 for one","Das Palace","4.3","star-fill","275+ orders placed from here recently","","https://www.zomato.com/mumbai/mahakali-restaurants","","","","","","https://www.zomato.com/mumbai/mantra-dining-bar-powai/order","https://www.zomato.com/mumbai/bao-co-goregaon-east/order","https://www.zomato.com/mumbai/das-palace-chakala/order","4.1","star-fill"
"https://b.zmtcdn.com/data/pictures/8/43988/86b90d0033e8f0490d888e91675f8e13_o2_featured_v2.jpg","https://www.zomato.com/mumbai/mahakali-restaurants","","https://www.zomato.com/mumbai/mahakali-restaurants","","","","","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","50% OFF up to 100","44 min","British Brewing Company","3.9","star-fill","British, Italian, Burger, Continental, European, Chinese, Beverages, Desserts","₹500 for one","600+ orders placed from here recently","Restaurant partner follows WHO protocol","600+ orders placed from here recently","50% OFF up to 100","48 min","North Indian, Chinese, Mughlai, Biryani, Rolls, Momos, Sichuan, Beverages","Juicy Stuff","","","₹500 for one","450+ orders placed from here recently","","","","50% OFF up to 100","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://b.zmtcdn.com/data/pictures/6/34906/a876302cc360f74b8b4e4195528e484c_o2_featured_v2.jpg","41 min","Fast Food, Beverages","₹500 for one","Blunch","4.0","star-fill","200+ orders placed from here recently","","https://www.zomato.com/mumbai/mahakali-restaurants","","","","","","https://www.zomato.com/mumbai/british-brewing-company-goregaon-east/order","https://www.zomato.com/mumbai/juicy-stuff-powai/order","https://www.zomato.com/mumbai/blunch-chandivali/order","4.1","star-fill"
"https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","50% OFF up to 100","50 min","Fussion","4.0","star-fill","Chinese, North Indian","₹500 for one","125+ orders placed from here recently","Restaurant partner follows WHO protocol","125+ orders placed from here recently","50% OFF up to 100","36 min","Kerala, Seafood, South Indian, Biryani, Chettinad, Beverages","Just Kerala","","","₹500 for one","1850+ orders placed from here recently","Restaurant partner follows WHO protocol","1850+ orders placed from here recently","https://www.zomato.com/mumbai/mahakali-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","42 min","South Indian, North Indian, Maharashtrian, Street Food, Desserts, Beverages","₹500 for one","Malgudi Express","4.2","star-fill","725+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/mahakali-restaurants","725+ orders placed from here recently","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/fussion-malad-east/order","https://www.zomato.com/mumbai/just-kerala-chakala/order","https://www.zomato.com/mumbai/malgudi-express-1-goregaon-east/order","",""
"https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","50% OFF up to 100","69 min","Ishaara","4.0","star-fill","North Indian, Mughlai, Kebab, Pizza, Rolls, Biryani, Desserts, Beverages","₹500 for one","75+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","75+ orders placed from here recently","50% OFF up to 100","51 min","North Indian, Mughlai, Chinese, Desserts, Sichuan, Kebab, Malwani, Beverages","R.K. Wine N Dine","3.0","star-fill","₹500 for one","500+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","500+ orders placed from here recently","https://www.zomato.com/mumbai/mahakali-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","60 min","North Indian, Chinese, Continental, Desserts, Beverages, Sichuan","₹500 for one","Meghdoot's Mystique Masala","4.5","star-fill","300+ orders placed from here recently","Restaurant partner follows WHO protocol","https://www.zomato.com/mumbai/mahakali-restaurants","300+ orders placed from here recently","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/ishaara-kurla/order","https://www.zomato.com/mumbai/r-k-wine-n-dine-ghatkopar-west/order","https://www.zomato.com/mumbai/meghdoots-mystique-masala-ghatkopar-east/order","",""
"https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","50% OFF up to 100","49 min","Star Restaurant","3.6","star-fill","Mughlai, Malwani, North Indian, Chinese, Seafood, Biryani, Sichuan","₹500 for one","875+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","875+ orders placed from here recently","50% OFF up to 100","65 min","Fast Food, Momos","Taste Corner","","","₹500 for one","50+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","50+ orders placed from here recently","https://www.zomato.com/mumbai/mahakali-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","56 min","Konkan, Seafood, Maharashtrian, North Indian","₹500 for one","Yo Konkan","4.0","star-fill","325+ orders placed from here recently","Restaurant partner follows WHO protocol","https://www.zomato.com/mumbai/mahakali-restaurants","325+ orders placed from here recently","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/star-restaurant-goregaon-east/order","https://www.zomato.com/mumbai/taste-corner-2-kurla/order","https://www.zomato.com/mumbai/yo-konkan-powai/order","4.3","star-fill"
"https://b.zmtcdn.com/data/pictures/2/20020122/360636f00d0250f666d766b465bd5e33_o2_featured_v2.jpg","https://www.zomato.com/mumbai/mahakali-restaurants","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","https://www.zomato.com/mumbai/mahakali-restaurants","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","50% OFF up to 100","69 min","Ishaara","4.0","star-fill","North Indian, Mughlai, Kebab, Pizza, Rolls, Biryani, Desserts, Beverages","₹500 for one","75+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","75+ orders placed from here recently","50% OFF up to 100","51 min","North Indian, Mughlai, Chinese, Desserts, Sichuan, Kebab, Malwani, Beverages","R.K. Wine N Dine","3.0","star-fill","₹500 for one","500+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","500+ orders placed from here recently","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","50% OFF up to 100","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","https://b.zmtcdn.com/images/placeholder_200.png?output-quality=70","60 min","North Indian, Chinese, Continental, Desserts, Beverages, Sichuan","₹500 for one","Meghdoot's Mystique Masala","4.5","star-fill","300+ orders placed from here recently","Restaurant partner follows WHO protocol","https://www.zomato.com/mumbai/mahakali-restaurants","300+ orders placed from here recently","https://b.zmtcdn.com/data/o2_assets/695598f38d29d0e5d3f8ffe57cfdb94c1613145422.png","https://www.zomato.com/mumbai/mahakali-restaurants","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","","https://www.zomato.com/mumbai/ishaara-kurla/order","https://www.zomato.com/mumbai/r-k-wine-n-dine-ghatkopar-west/order","https://www.zomato.com/mumbai/meghdoots-mystique-masala-ghatkopar-east/order","",""
"https://b.zmtcdn.com/data/pictures/2/18467192/67eab07c250af0e9636b493af28eb5e9_o2_featured_v2.jpg","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","50% OFF up to 100","49 min","Star Restaurant","3.6","star-fill","Mughlai, Malwani, North Indian, Chinese, Seafood, Biryani, Sichuan","₹500 for one","875+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","875+ orders placed from here recently","50% OFF up to 100","65 min","Fast Food, Momos","Taste Corner","","","₹500 for one","50+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","50+ orders placed from here recently","https://www.zomato.com/mumbai/mahakali-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://b.zmtcdn.com/data/pictures/7/19803017/99daf834019150856f9d8ea30a02edd2_o2_featured_v2.jpg","56 min","Konkan, Seafood, Maharashtrian, North Indian","₹500 for one","Yo Konkan","4.0","star-fill","325+ orders placed from here recently","Restaurant partner follows WHO protocol","https://www.zomato.com/mumbai/mahakali-restaurants","325+ orders placed from here recently","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/star-restaurant-goregaon-east/order","https://www.zomato.com/mumbai/taste-corner-2-kurla/order","https://www.zomato.com/mumbai/yo-konkan-powai/order","4.3","star-fill"
"https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","50% OFF up to 100","47 min","Lucky Restaurant","3.8","star-fill","Biryani, North Indian, Chinese, Mughlai, Arabian, Fast Food, Desserts, Beverages","₹300 for one","3475+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","3475+ orders placed from here recently","50% OFF up to 100","58 min","North Indian, Biryani, Kebab, Rolls, Mughlai, Lucknowi, Awadhi","The Bombay Curry","","","₹300 for one","1200+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","1200+ orders placed from here recently","https://www.zomato.com/mumbai/mahakali-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","51 min","Mexican, Fast Food","₹300 for one","Mexibay Mexican Kitchen","4.1","star-fill","1375+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/mahakali-restaurants","1375+ orders placed from here recently","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/lucky-restaurant-goregaon-east/order","https://www.zomato.com/mumbai/the-bombay-curry-3-khar/order","https://www.zomato.com/mumbai/mexibay-mexican-kitchen-bandra-east/order","4.2","star-fill"
"https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","","50% OFF up to 100","57 min","Pomona","3.7","star-fill","Italian, American, Continental, Fast Food, Pizza, Shake","₹300 for one","175+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","175+ orders placed from here recently","50% OFF up to 100","53 min","Pizza, Sandwich, Fast Food, Sichuan","Joker Joe's","","","₹300 for one","100+ orders placed from here recently","","","","50% OFF up to 100","","","","https://www.zomato.com/mumbai/mahakali-restaurants","64 min","North Indian, Chinese, Asian, Continental, Oriental, Salad, Desserts, Beverages","₹300 for one","BouganVilla","4.2","star-fill","400+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/mahakali-restaurants","400+ orders placed from here recently","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/pomona-powai/order","https://www.zomato.com/mumbai/joker-joes-malad-east/order","https://www.zomato.com/mumbai/bouganvilla-ghatkopar-east/order","",""
"https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","","","https://b.zmtcdn.com/data/o2_assets/695598f38d29d0e5d3f8ffe57cfdb94c1613145422.png","https://www.zomato.com/mumbai/mahakali-restaurants","","","50% OFF up to 100","34 min","Aakash Sweets And Snacks","-","star-fill","Mithai, Street Food, Beverages","₹300 for one","1200+ orders placed from here recently","Restaurant partner follows WHO protocol","1200+ orders placed from here recently","50% OFF up to 100","54 min","Chinese, Mughlai, North Indian, Biryani, Kebab, Sichuan","Rice N Spice","","","₹300 for one","50+ orders placed from here recently","","","https://b.zmtcdn.com/data/o2_assets/695598f38d29d0e5d3f8ffe57cfdb94c1613145422.png","50% OFF up to 100","https://www.zomato.com/mumbai/mahakali-restaurants","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","https://www.zomato.com/mumbai/mahakali-restaurants","42 min","North Indian, Mughlai, Biryani, Kebab","₹300 for one","Jaspal Di Bhatti","3.5","star-fill","125+ orders placed from here recently","Restaurant partner follows WHO protocol","https://www.zomato.com/mumbai/mahakali-restaurants","125+ orders placed from here recently","https://b.zmtcdn.com/data/o2_assets/695598f38d29d0e5d3f8ffe57cfdb94c1613145422.png","https://www.zomato.com/mumbai/mahakali-restaurants","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","","https://www.zomato.com/mumbai/aakash-sweets-and-snacks-near-andheri-west-station/order","https://www.zomato.com/mumbai/rice-n-spice-vikhroli/order","https://www.zomato.com/mumbai/jaspal-di-bhatti-santacruz-west/order","",""
"https://b.zmtcdn.com/data/pictures/0/35800/dc55f47531308199772ac17c223c1f2d_o2_featured_v2.jpg","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","","","","","","","50% OFF up to 100","41 min","Pallavi Restaurant","3.9","star-fill","Chinese, North Indian, South Indian, Fast Food, Beverages, Shake","₹300 for one","1525+ orders placed from here recently","","","50% OFF up to 100","35 min","Salad, Healthy Food","Living Bowls","3.6","star-fill","₹300 for one","375+ orders placed from here recently","","","","50% OFF up to 100","","","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","https://b.zmtcdn.com/data/pictures/5/20365865/04dfa885cc57fd13a7787d49a919f881_o2_featured_v2.jpg","62 min","North Indian, Biryani, Wraps, Beverages","₹300 for one","Butter Chicken Factory","4.1","star-fill","1400+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/mahakali-restaurants","1400+ orders placed from here recently","https://b.zmtcdn.com/data/o2_assets/0b07ef18234c6fdf9365ad1c274ae0631612687510.png","https://www.zomato.com/mumbai/mahakali-restaurants","https://b.zmtcdn.com/data/o2_assets/4bf016f32f05d26242cea342f30d47a31595763089.png","","https://www.zomato.com/mumbai/pallavi-restaurant-goregaon-east/order","https://www.zomato.com/mumbai/living-bowls-marol/order","https://www.zomato.com/mumbai/butter-chicken-factory-pali-hill-bandra-west/order","",""
"https://b.zmtcdn.com/data/pictures/4/19644744/a130a31f21e365e34c2af37d347d193d_o2_featured_v2.jpg","","","https://b.zmtcdn.com/data/pictures/4/18627474/ff065efcd5665ecb29b049457b754dc1_o2_featured_v2.jpg","","","","","https://www.zomato.com/mumbai/mahakali-restaurants","","50% OFF up to 100","50 min","The Great Multiple Kitchen","","","Chinese, North Indian, Biryani, Mughlai, Maharashtrian, Sichuan","₹150 for one","","","","50% OFF up to 100","","52 min","El Postre The Little Baking Station","4.3","star-fill","Bakery, Desserts","150+ orders placed from here recently","₹150 for one","","","50% OFF up to 100","","","","","72 min","Bakery, Fast Food, Sandwich, Pizza, Burger, Wraps, Chinese, Desserts","₹150 for one","Celebration Bakers And Confectionaries","4.2","star-fill","Restaurant partner follows WHO protocol","","https://www.zomato.com/mumbai/mahakali-restaurants","","","","","","https://www.zomato.com/mumbai/the-great-multiple-kitchen-1-goregaon-east/order","https://www.zomato.com/mumbai/el-postre-the-little-baking-station-marol/order","https://www.zomato.com/mumbai/celebration-bakers-and-confectionaries-kurla/order","",""
